"id","service","s_amount"
573,Taxi,"[-323,244,1101,985,1396,-4217,-619,-657,-1715,-3545]"
574,Lavka,[130]
574,Taxi,[-130]
575,Drive,"[328,287,497,-88,296,947,-493,1580,1834,1017,-740,333,2942]"
575,Eda,"[-255,-516,865,805,-231,1983,-1049,30,168,-212,-34,3418,170,2828,-1099,705,-279,-136]"
575,Lavka,"[170,7860,2844,211,397,-23,237,-317,1912,-670,-203,-239,373,2260]"
575,Market,"[854,359,-707,2955,-242,592,-1225,-306,664,-296,443,-3008,-245,-1440]"
575,Taxi,"[-156,487,2085,-139,1722,-386,847,737,743,629,-1717,149,-1328]"
576,Drive,"[172,-225]"
576,Eda,"[-189,-1272,-3]"
576,Lavka,"[2415,3194,2497]"
576,Market,"[-220,-705]"
576,Taxi,"[-503,101,1870]"
577,Drive,"[109,506,4385,-884]"
577,Eda,[1407]
577,Lavka,"[-374,-3762]"
577,Market,"[177,541]"
577,Taxi,"[-174,-1390]"
578,Drive,"[205,-120,344,-265,-1851]"
578,Eda,"[358,3494,554]"
578,Lavka,"[221,2715,755,1207,206,2570,200]"
578,Market,"[-346,1027,-564,-450,238,84,-1903]"
578,Taxi,"[-60,-1071,-221,-1538,471,-742,-735,597,-489,25,78,139,-1043,-647,312,2666]"
579,Drive,"[313,2046,1007,4091,2111,-445,706,310,246,-188,-517]"
579,Eda,"[-229,1174,302,-163,4821,1843,-38,1621,1237,-293]"
579,Lavka,"[982,706,4783,1249,-209,-227,1207,-558,-699,305,-755,-42]"
579,Market,"[1897,685,-282,352,43,772,969,809,272,830,-103,1588,-1776,-599,178,1559,-580,529]"
579,Taxi,"[-288,547,-2132,789,-414,-1,58,1916,714,384,-160,-989]"
580,Drive,"[1448,1589,2948,960,1568,-1027,356,-823,240,-2949,54,2045,1560,244,-125,484,813,-139,-529,-95,1284,1993,603,-474]"
580,Eda,"[-178,1694,631,-236,404,165,-496,-422,744,-502,-628,245,-1869]"
580,Lavka,"[-1448,3659,-1057,332,1095,1465,1973,-2377,771,-797,916,819,-893,107,-222,227,1758,-994,1670,409,-253,-794,468,-963,-915,-364]"
580,Market,"[402,-697,-581,601,-501,3677,965,237,-1007,-1009,1423,498,895,11,244,-1120]"
580,Taxi,"[-396,261,-111,-314,1013,3441,-2065,-341,-1055,157,-386,-464,1280,-1358,1455,-197,-302]"
581,Drive,"[-381,102,-3383,-232,72,-125,-207,-199,-393,-33,-5902,1248,-1096,-27]"
581,Eda,"[367,1198,-235,1104,267,1624,603,-148,132,1020,-967,-33,-346,-1466,3083,1880,36,280,704,432,612,912]"
581,Lavka,"[200,-186,560,1322,-1025,644,-2797,-5120,-50,487,1172,-1124,1138,-171,2404,1328,-354,330,-461,-460,2178]"
581,Market,"[975,1784,-774,757,3788,159,867,1125,7005,-1725,-400,-2006,1581,552,-2770,91,399,4020,-846,-309,63]"
581,Taxi,"[720,1479,-2014,-1575,-679,-3024,1403,303,8,-110,-559,-797,1364,194,1525]"
582,Drive,"[-1920,-558,-958,-158,-663,75,1509,119,1245,204,-16,720,6943,2940,-208]"
582,Eda,"[157,49,765,2076,-1347,199,-433,-9]"
582,Lavka,"[-171,243,972,-756,-166,559,278,1946,1132,122,-1537]"
582,Market,"[1267,487,-1057,110,-1621,-1809]"
582,Taxi,"[600,1127,-91,218,476,67,-70,-1024,2318,342,72]"
583,Drive,"[620,113,-705,123,-409,-1150,-240,3828,-769,1938,2154,-494,1354,-2468,4503,2098,-2217,520]"
583,Eda,"[-565,-589,243,1740,-812,1693,1332,-2072,-826,-94,150,-770,311,78,901,227]"
583,Lavka,"[541,-352,20,-477,-285,-173,-533,-758,89,183,-2083,-84,-671,2778]"
583,Market,"[929,2210,-184,103,-3,401,-1552,-425,2909,68,-40,-975,-1002,740,1240,-2187,651,-624,711,-123,1339,-2788,462,-389,2904,62]"
583,Taxi,"[-929,2806,341,-2437,-486,-655,-273,1622,471,-947,-795,-297,131,-873,-1834,-251,1104,-61,-245,1370,-2222,117,135,-637]"
584,Drive,"[4842,108,-919,1104,1220,-288,-4670,-2694,531,-1141,934,-396,1243,743]"
584,Eda,"[-867,1408,387,-52,3315,-2348]"
584,Lavka,"[3038,643,242,-307,1123,-1614,-6,-28,1573,491,278,-57,-2598]"
584,Market,"[2349,212,1927,372,1227,-3009,-376,-297,-229,128,1279,-513,-585,953]"
584,Taxi,"[-2143,-1903,-4797,4788,2528,4838,-706,869,-297,-332]"
585,Drive,"[2460,209,1026,957,-1485,1122,229,320,114,787,1719,-1000,187,2,-660,497,1430,967,-949,-593]"
585,Eda,"[69,-729,56,39,402,-995,3629,976]"
585,Lavka,"[-794,-225,-66,-1701,526,-81,44,1047,2706,915,153,-4859,-232,2676,1848,-310]"
585,Market,"[-2906,-209,149,893,-1859,1238,328,-462,1024,48,-1523,1028,-3004,-1260,53,-64,90,432,-426,-1685,155,-901,614,620,1946,-500]"
585,Taxi,"[1918,-522,942,1571,1506,-1860,-761,-250,-886,-767,2026,-2583,-784,-344,-848,-1382]"
586,Drive,[25]
586,Eda,"[500,-341]"
586,Lavka,[442]
586,Market,[33]
586,Taxi,[-217]
587,Drive,[-145]
587,Eda,"[1951,1029,1614,417,545,4788]"
587,Lavka,"[757,1166,-804,-1872,1025,1989,971,6,355,-1103,3041,1904,198,-2811,86]"
587,Market,"[-112,1094]"
587,Taxi,"[752,113,796,-219,-3257,-2491,81,-1506,306]"
588,Drive,"[1975,805,-722,-86,-559,16,-617,-1189,-201,2365,-27,1391,543,1800]"
588,Eda,"[84,329,-1663,-946,-244,-724,1146,-643,1943,-485,322,-503,1235,-423,-827,1434,-946,-368]"
588,Lavka,"[1262,1595,317,-578,-293,-373,165,1572,-349,171,329,-81,802,3718,1170,542,-136,374,-1383,-2243]"
588,Market,"[1297,-1132,-1511,307,1222,213,254,1118,-633,1128,1665,-291,195,-484,340]"
588,Taxi,"[-1975,330,1022,-2250,-1306,-155,-1986,-21,358,175]"
589,Drive,"[1424,-1098,-584,1687,537,-1955]"
589,Eda,"[-623,-568,3100]"
589,Lavka,"[107,306,220,-653,-82,715,-1707]"
589,Market,"[172,-640,785,4686,351,-144,309,740]"
589,Taxi,"[584,3024]"
590,Drive,"[790,1648,-2386,-309,-291,2001]"
590,Eda,"[-280,297,412,1076,437,918,-890,-631,-73,-1206,642,-802,-1613]"
590,Lavka,"[280,362,337,-212,-2070,-431,1029,-1630,1617,-407,464,1820,379,412,-767]"
590,Market,"[1453,-869,-110,-747,545,-2556,-2684,-80,5917,959,777]"
590,Taxi,"[-1071,6914,-317,270,1089,121,494,-142,-424,-1238,-596,257,-956]"
591,Eda,[-128]
591,Market,[128]
592,Drive,"[13,-1235,-49,-18,352,-1190,-7,-3201,-875,484]"
592,Eda,"[-190,-1145,-675,1925,-1184,-2109,-811,-62,-1387,4503,-1617]"
592,Lavka,"[1233,387,186,-1035,-1041,-351,398,-172,-1023,-1647,241,219,-987,100,56]"
592,Market,"[1006,-1331,-56,305,246,-128,2095,3384,604,-1928,-546,2622,54]"
592,Taxi,"[775,2797,209,4938,-771,-812,43,7,-437]"
593,Drive,"[840,206,273]"
593,Eda,"[1673,-401]"
593,Lavka,"[-620,-399,-262,-948,3977,-94]"
593,Taxi,"[467,579,-605,3123,-1078]"
594,Eda,"[-466,-291]"
594,Lavka,[352]
594,Market,"[-478,555]"
594,Taxi,"[3037,-196,1094]"
595,Drive,"[722,-332,1589,1508,-1525]"
595,Eda,"[1439,185,-1069,-103]"
595,Lavka,"[412,486,-980,-819,-182,-675,422,-183]"
595,Market,"[-437,600,-268,14,491,597,879,-2496]"
595,Taxi,"[720,-1722,162,274,598,1071,1742]"
596,Drive,"[1584,469,-233,74,1444,-1260,430,-727,297,399,28,-28,-1150,-729,-451,141,-165,617]"
596,Eda,"[-2,-655,-1350,122,-1749,-732,847,-1083,1660,-346,327,169]"
596,Lavka,"[-220,1565,-1571,-306,2107,1022,1226,6,-401,1070,541,2166,611,-852]"
596,Market,"[-1274,-120,-77,220,82,-74,444,-291,43,-112,-352,-227,667,176,1010,-1028,-4]"
596,Taxi,"[921,-411,-480,-236,-181,94,-430,582,730,-1320,255,-326,191,150,2304,3347,3075,-2393]"
597,Drive,"[-460,10,-1027,670]"
597,Eda,"[-1869,524,2322,1328,-967,-1569]"
597,Lavka,"[1554,-1334,2717,-1471,729,-1113,-89]"
597,Market,"[2506,-548,-10,1009,18]"
597,Taxi,"[-1173,-1094,159,-526,285]"
598,Market,"[1059,-910]"
598,Taxi,[197]
599,Drive,"[947,-502]"
599,Eda,"[1452,824,295,-1018,614,-373,1123,-507]"
599,Lavka,"[1,2816,-712,90,1382]"
599,Market,"[202,-605,131,-66,-362,394,1418,-370]"
599,Taxi,"[793,-995,107,-1531,28,188,-216,547,180]"
600,Drive,[232]
600,Eda,[269]
600,Lavka,[-1613]
600,Market,[1344]
600,Taxi,[81]
601,Drive,"[-359,66,-157,-4265,1586,418,661,1776]"
601,Eda,"[18,1103,-855]"
601,Lavka,"[388,-95,900,-277,2180,2040,1032,755,-312,-503,1087]"
601,Market,"[383,-910,2124,-4122,-3092,-199]"
601,Taxi,"[-383,1071,-742,2295,-39,397]"
602,Drive,"[3202,-2243,-397,-33,111,2011,465,2843]"
602,Eda,"[2703,-75,33,412,-2722,202]"
602,Lavka,"[-761,-1383,3130,-3566]"
602,Market,"[367,187,-1407,397,155,-970,-1581,2779,97]"
602,Taxi,"[274,1588,738,-2184,136,-434,-708,974]"
603,Drive,"[2144,-941,-604,-663,-183,2559,-142,1603,-2400,2585,427,-206,-768,2276,-51,1343]"
603,Eda,"[425,-2153,-2892,-1690,2308,2955,1159,-2256,1099]"
603,Lavka,"[-361,281,464,174,587,630,1691,-95,992,405,-651]"
603,Market,"[172,13,-2513,2806,118,1003,-790,-370,-1879,1311,186,-111,-487]"
603,Taxi,"[183,693,-609,-488,197,244,-2127,-402,-1293]"
604,Drive,"[12,1171,-262,163,-168,807,-170,1746,-106]"
604,Eda,"[4023,-704,-198,2349,373,-545,248,-857,198,916,-557,1136]"
604,Lavka,"[1900,-1087,2869,396,-508,23,143,149,-446,590]"
604,Market,"[561,2479,4335,-1064,-353,-1207,-583,-1558,3260,57,550]"
604,Taxi,"[1703,-906,-350,1156,-367,-2138,247,758,-2131,-1484,-564,3024]"
605,Drive,"[160,-610,255,-1614,645,322,-805,-1076]"
605,Eda,"[907,781,-342,359,-403,19,966,700]"
605,Lavka,"[-1888,-1162,48,31,989,-967,104,-389,303,270]"
605,Market,"[188,1590,1273,1453,1566,-2345,3318,1410,1621,238,-1487]"
605,Taxi,"[560,-1321,-323,-1430,4497,-828]"
606,Drive,"[140,48,-767,-99,-1392,240,-183,-264,-2269,-1882,2374,134,463,735,3113,-669]"
606,Eda,"[-204,-1480,1892,363,12,2620,-800,-84,-818,1193,1296,173,-572,397]"
606,Lavka,"[33,2177,2651,146,22,215,726,262,574,-110,772,290,-494,-440,-979]"
606,Market,"[4509,-1451,837,-1964,-118,-1917,252,2,-2176,1797,-1746,438,-143,669,-931,691,-395,-1781,-586,-2047,-1980]"
606,Taxi,"[-481,2174,4752,440,1054,-1102,-780,255,414,-1046,1093,-345]"
607,Drive,"[2609,204,2799,-82,-2515,3447,-2684,516,-206]"
607,Eda,"[1662,-2574,755,1510,-26,-93,3079,1686,-3208,206]"
607,Lavka,"[208,760,3106,-293,532,-800,-771]"
607,Market,"[1383,-3245,-3104,-377,-638,1184,306,-664]"
607,Taxi,"[233,-233,367,-419,-17,453,-183,553,-128,1477,3037,1551,1624]"
608,Drive,"[661,2262,433,-488,-591,-1258,-1584,352,-1463,-509,943,-317,828,-744,-444,-184,84,2287,832,1859,309,-249]"
608,Eda,"[401,-507,997,1433,-1168,1347,678,-1459,1366,-640,2340,-453,1090,1362]"
608,Lavka,"[-661,2539,-1480,96,-220,-588,-3087,-1114,1857,467,-1094,-11,68,100,-1431,-145,-1527,1269,483,-250,8]"
608,Market,"[-401,774,-305,209,-254,24,341,649,1526,397,-98]"
608,Taxi,"[644,-549,339,30,1067,3902,-850,101,-1585,190,-690,-1242,-1963,51,-1717]"
609,Drive,"[755,1274,1798,-17,-848,376,1879,-746,-280,-453,-1559,275]"
609,Eda,"[1735,242,-288,-989,88,-938,-220,305,36]"
609,Lavka,"[-1126,625,2098,269,417,332,-128,-57,-499,1670,383,1374]"
609,Market,"[739,-739,-1826,528,-2499,-1896,-1386,1559,1408]"
609,Taxi,"[-426,-104,1705,-559,471,-332,128,57,-1184,-44]"
610,Drive,"[-1446,-903,7,747,-512,3427,497,-527]"
610,Eda,"[1828,-1127,-666,-479,-268,1289,1243,-2215,323,-3472]"
610,Lavka,"[-1063,-99,1882,-170,1500]"
610,Market,"[2633,-694,606,-55]"
610,Taxi,"[1748,-828,977,-1061,-83,-740,-1515]"
611,Drive,"[1911,-1197,192,-192,190,877,-685,732]"
611,Eda,"[484,-81,683,-2098,-480,-50,3193]"
611,Lavka,"[1056,82,41,-147,192,-753,-339,-673,296]"
611,Market,"[-43,1235,-455,3650,1583]"
611,Taxi,"[2048,1205,-3253,-1374,123,-214,-75,-1493,710,-581,61,-928,2340,8]"
612,Drive,"[129,-323,-770,3121]"
612,Eda,"[5525,1244,3213,805,-646,1548]"
612,Lavka,"[-247,1874,-2437]"
612,Market,"[-99,-186,168,-708,1584,1577]"
612,Taxi,"[156,540,1465,-1504,633,1628,-1064]"
613,Drive,"[2090,-3370,-2054,198,-344,803,2066,-4,17,694,187,1643,538,493,1321,-683,-660,-2132]"
613,Eda,"[62,565,1460,-176,1957,1725,-919,554,139,-2351,-453,-162,4321,1000,-3374,-1073,-490,-259,-1116,2244,-2097]"
613,Lavka,"[1285,-527,-2318,672,-709,1236,247,1024,-270,-1318,-222,516,-15,360,4568,1784,649,281,-498,-952,914]"
613,Market,"[589,169,2422,3282,661,-2576,218,509,1484,124,-72,-119,1402,373,-358,4536,547,-529]"
613,Taxi,"[660,-232,-3609,975,-1586,307,764,-806,-4518,-660,263]"
614,Drive,"[936,-396]"
614,Eda,"[2710,-1799,40]"
614,Lavka,"[607,3141,1003,-317,122]"
614,Market,"[-205,124,-489]"
614,Taxi,"[5,-290,27,740]"
615,Drive,"[4567,-496,1214,471,-725,-693,1430,305,276,569,-1925,-65]"
615,Eda,"[-879,627,211,-686,-16,-624,2555,1222,-219,906,-1279,205,-756]"
615,Lavka,"[-1166,197,180,-233,-905,-1357,-1507,-7,792,1385,692,1265,1300,361,11]"
615,Market,"[1001,1327,-1705,1147,-2426,215,-94,463,-416,-12,-1248,-2375,-1617,231,-2358,-215,917,-581,2152]"
615,Taxi,"[518,334,1322,-546,958,882,958,-923,180,728]"
616,Drive,"[102,2275,47,-999,-893]"
616,Eda,"[128,-117,100,-179,650,-1550,-1452,-103,-2166,111,288,-512,677,-574,-556]"
616,Lavka,"[-421,286,-88,-1458,-1671]"
616,Market,"[-113,3792,1455,-44,768,58,909,22]"
616,Taxi,"[-148,426,-113,507,738]"
617,Drive,"[1520,-430,2698,1797,-109,442,181,1382,2,-404,1928,636]"
617,Eda,"[-565,204,-794,-1345,-1419,242,56,3021,-713,-184,-133,1317,-25]"
617,Lavka,"[565,-744,540,-946,440,-2053,1274,-806,446,-460,224,1147,458,-77,-236,1818,-1230,330,680]"
617,Market,"[-136,3926,-128,1128,-546,-1195,-670,459,1811,1798,2680,488,-3663,-234,623,-1290,932,-334]"
617,Taxi,"[975,1851,-287,-561,-242,-247,1558,122,-1529,-811,-575,-180,-152,-1039,1138]"
618,Drive,"[-1680,-257,359,3077,1120,341,-722]"
618,Eda,"[-435,3053,-837]"
618,Lavka,"[2426,530]"
618,Market,"[-279,-1564,-193,-321]"
618,Taxi,"[2529,2265,-482,-988,-392]"
619,Drive,"[-894,-4]"
619,Eda,"[628,405]"
619,Lavka,"[-387,227]"
619,Market,"[901,-106]"
619,Taxi,"[-901,1637,2264]"
620,Drive,"[-55,362,1193,-1789]"
620,Eda,"[1212,639,612,-580,19,529]"
620,Lavka,"[404,1819,-594,1124,1583]"
620,Market,"[20,-301,266,-725]"
620,Taxi,"[-413,819,626,886,4610,-1681,-471,63]"
621,Drive,"[-343,267,-1415,-930,819,-809,232,1264,-818,-999,-2822]"
621,Eda,"[-26,-1117,1575,-409,-76,733,1080,-4347]"
621,Lavka,"[1532,908,1293,1443,1439,-24,2017,79,3677,1673,1057,315,1013]"
621,Market,"[-359,-2228,-516,937,-2146,-131,-736,-924,933,1121,82,485,688,949,-1305]"
621,Taxi,"[343,454,1062,-1128,-1952,524,-833,699,266,-84,-1202,-86]"
622,Drive,"[-1065,-5464,-2707,1245,-352]"
622,Eda,"[446,905,75,-634,-1023,529,-396]"
622,Lavka,"[796,-2096,2280,-1197,1313,3097,896,31,1160]"
622,Market,"[2783,1030,-261]"
622,Taxi,"[-218,6089]"
623,Drive,"[300,-570,-1410,-677]"
623,Eda,"[3931,-523,-628,123]"
623,Lavka,"[632,525,785,1840,782,-2606,-1301,2779,1064,567]"
623,Market,"[-102,355,-693,550,-24,1627,-711]"
623,Taxi,[4731]
624,Drive,"[1466,626]"
624,Eda,"[-669,-402,3155,278,-2469,1153,365,166,-1083,3365,1230]"
624,Lavka,"[-2187,-861,744,1289,-705,-344,-1194,-637,1837,-2926,455,-662]"
624,Market,"[274,389,1524,1769,857,-528,-2073,26,440]"
624,Taxi,"[1059,-3490]"
625,Drive,"[824,-293,-46,-906,-229,-30]"
625,Eda,"[-531,1585]"
625,Lavka,"[-321,-1993,-807,-413]"
625,Market,"[46,72,1168,1689,413,1050]"
625,Taxi,"[640,-2297,613,533,283,527,2684]"
626,Drive,"[-395,-250,906,183,-481,517,-37,-366,-1408,4780,3252,-486,3366]"
626,Eda,"[-1171,-1028,218,-287,-1496]"
626,Lavka,"[81,1811,3744,-2454,-454]"
626,Market,"[174,-153,-532,864,4660,657,-739,18]"
626,Taxi,"[1507,-443,2801,562,390,-124,307,617,-1991,-960,867,-131,-271,1293,80,368,-70,-198,-287]"
627,Drive,"[2627,2140,624,2766,3134,262,731]"
627,Eda,"[1083,-493,399,-2819,549,329,197,331,1914,-422,-2457,-1015,133,-2524,87,-629,-1220,1731,502,-564]"
627,Lavka,"[-309,-442,-812,-16,-519,-1317,505,2178,2205]"
627,Market,"[402,-1027,5719,-3483,617]"
627,Taxi,"[779,-779,2020,2116,671,743,-257,1498,-152,1552,276]"
628,Drive,"[245,-3349,2433,316,3028,-1344,785,-3886,2018,-194,1177,551,321,-991,-1433,-755,-2624,99,-400,815]"
628,Eda,"[-211,769,408,72,1705,-2033,-732,237,1219,1404,-140,-845,251,-883]"
628,Lavka,"[152,1416,220,-355,-76,2582,-224,351,-153,433,1517,-1155,1256,-811,-19,-3053,1195,-1084,-2728,-136,1127]"
628,Market,"[1213,-43,-49,-558,-1408,2312,-565,1524,1827,191,892,907,-1361,3014,211,-1384,-741,406,-394,125,2275,-1068]"
628,Taxi,"[58,-3819,1276,-1679,-808,1114,-833,-2310,-464,235,1198,806,24,232,-44,-617,-183]"
629,Drive,"[2006,-730,-33,2405,2788,1395,312,1429,-47,131,-2598,1584,295,-1311,814,289,2125,1220,-604,-1073,-920,1458,-368,-622]"
629,Eda,"[-574,283,-2027,-758,1116,1057,-360,2005,328,-1184,656,-1558,-310,1759,-985,1339,273,-66,-916,-120]"
629,Lavka,"[2049,2977,-356,469,2886,-1168,2525,197,463,28]"
629,Market,"[810,346,-191,-283,-1210,-1443,106,-228,-1342,-475,307,-4485,1,1503,557,96,-421,-361]"
629,Taxi,"[-582,-1085,-394,-230,240,-1724,-790,-291,407,410,-885,-242,-3091,208,-2479,3104]"
630,Drive,"[582,-1222,-672,1236]"
630,Eda,"[-75,683,2164,-87,1479,-692,-365,-1043,-417,461]"
630,Lavka,"[58,-891,1158,-523,274,-931,313]"
630,Market,"[-75,-589,-144,245,-2205,209,2018,1438,-290]"
630,Taxi,[908]
631,Drive,"[691,22,-2253,-1400]"
631,Eda,"[2901,2013,-333,-1643,4176,1157,-1077]"
631,Lavka,"[927,2121,-548,375,-20,1672]"
631,Market,"[811,758,247,342,-6,376,1992,-551,-153]"
631,Taxi,"[5318,-129,2643,-1071,837,2299]"
632,Drive,"[26,-204,194,-224,-1319,546,409,-1869,-217]"
632,Eda,"[983,-2607,-1050,1247,-485,30]"
632,Lavka,"[2510,2228,1237,94,767,-398,401,-101,-1628,100,495,-531]"
632,Market,"[-226,-50,-2501,-1006,97]"
632,Taxi,"[1369,1050,1262,538,219,846,3650,-829,484]"
633,Drive,"[163,550,-698,408,51,-161,1108,-406,624,-1599,-1320,-1369,-2457,1514,-1715,-557,1859,1093]"
633,Eda,"[927,-456,-1113,-199,103,-71,-771,-1865]"
633,Lavka,"[372,-1910,-218,-38,-744,-606,609,174,771,-624,603,2093,-740,882,194,-184,953]"
633,Market,"[1975,68,-224,325,704,-565,-174,692,-1978,588,-691,-10,960,1232,-3101,-322,-1445]"
633,Taxi,"[896,-275,-82,143,66,-702,-155,1467,1237,456,629,-50,1119,336,-48,2180,-202]"
634,Drive,"[-2113,1841,-44,369,890,1182,531,986]"
634,Eda,"[1553,932,-490,1365,-16]"
634,Lavka,"[712,946,-776,749,-554,-2920,137,1931,-2876,386]"
634,Market,"[-264,557,-704,-136,-810,729,511,-1530,738,-522,104,4868,251,-2359,1200,-480]"
634,Taxi,"[-712,828,-828,1683,1007,2001,-1000,1218,-541,516]"
635,Drive,"[126,216,1414,-491,-195]"
635,Eda,"[-83,114,117]"
635,Lavka,"[937,137]"
635,Market,"[115,632,2358]"
635,Taxi,"[802,560,-173,1151,313,-3824,-240]"
636,Drive,"[67,-1771,559,-116,-157,88,-539]"
636,Eda,"[636,-619,-16,-2094,-390]"
636,Lavka,"[536,-846,222,-86,-552,-32,707,-273,-1220,672,-1088]"
636,Market,"[-823,2921,502,-1188,-567,1026,-1114,-471,5239,1018,376]"
636,Taxi,"[203,949,-10,-2040,2046,-452]"
637,Drive,"[1264,619,-1215]"
637,Eda,"[608,-177,839,1017]"
637,Lavka,"[79,-1212,234,-1563,-340,177,-1264,580,72,-712,-393]"
637,Market,"[-145,112,-112,662]"
637,Taxi,"[3175,-836,394,-669,219]"
638,Drive,"[693,2356,957,927,1772,1145]"
638,Eda,"[-2308,944,543,-1248,-392,-272,139,-587,577,-433]"
638,Lavka,"[62,364,24,1871,335,-670,445,640]"
638,Market,"[-62,3972,-150,-751,421]"
638,Taxi,"[2593,-623,120,-2302,-21,833]"
639,Drive,"[134,-420,712,-334]"
639,Lavka,"[286,992,-57,506,560]"
639,Market,"[-619,-172,190]"
639,Taxi,"[213,-576,2818,-3483]"
640,Drive,"[-1833,106,-1815,-326,-1007,816,-534,-248,1531,-1744]"
640,Eda,"[-1805,-403,624,-1422,639,-3508,113,443,-600]"
640,Lavka,"[1333,-512,1983,3380,366,-208,1523,-332,1114,9,-509,-148,-297,1856,-2168,491]"
640,Market,"[47,-317,-608,675,-46,-1265,523,936,210,459,1352,-1059,-29,174,4094]"
640,Taxi,"[-155,-147,1202,-333,-888,753,1043,-434,711,-1061,1722,999,627]"
641,Drive,"[1705,758,-355,331,594,-1294,37,541,-299,-2032,-805,-568]"
641,Eda,"[-796,132,2093,366,-257,481,53,-748,575,2893,-188,-2480,939,600,-895]"
641,Lavka,"[594,1313,408,191,2656,132,690,-753,-2551]"
641,Market,"[3617,-466,214,-24,394,845,650,36,632,-893,-280,905,-828,-523,13,1284,45]"
641,Taxi,"[-228,-1653,1107,-2367,965,-443,1824,650,330,344,1756]"
642,Drive,"[-1534,1847,682,254,-1622,2504,-357,1400,982,-2228,588,-1285,-1181]"
642,Eda,"[-682,-192,1470,1856,-4098,-2165,470,3475,-221,1158,168,-4368]"
642,Lavka,"[-1287,-1160,1527,-66,2662,-954,-486,1133]"
642,Market,"[2877,68,1185,-208,144,-745,639,248,397,1879,-866,-2357,387]"
642,Taxi,"[-1264,-2971,232,1690,3536,-341,403,-1056,-1234,639,842,297,6195]"
643,Drive,"[436,-2126,-730,61,-581,-147]"
643,Eda,"[-312,3820]"
643,Lavka,"[1914,40]"
643,Market,"[1940,-578,-626,-31,-121]"
643,Taxi,"[-137,643,755,-755,2538,-116,-975,-462,-2437,393]"
644,Drive,"[591,893,-116,107,1342,2691,335,1122,-1944,-630,-106,-1343,-661,-274,-1708,-58,884,2405,1144]"
644,Eda,"[1052,-196,4151,-641,1077,109,36,-1899,-1752,8161,-1312,-616,1731,-155,-1413]"
644,Lavka,"[997,3160,-2115,887,177,-3243,4791,488,53,-4594,-1152,-1716,616,-1572,-680,153,449]"
644,Market,"[1199,1623,1279,-59,378,-2420,-337,-1087,-1512,-134,-369]"
644,Taxi,"[-63,434,46,49,993,-708,-1105,1149,-2094,-200,3555,815,-1466,688,-2703,-156,-167]"
645,Drive,"[529,1679,287,-850,979,-189,2132,-159,-1980,-1656,314,-288,341,55,757,-90,8783,211,3785,-1001]"
645,Eda,"[216,671,1339,-190,1007,1010,-1200,619,-47,-80,-1868,-757,-651,794,1762,-971,355]"
645,Lavka,"[-196,-319,1020,-1323,1477,-2215,-1919,929,860,-858,-847,789,605,2699,3995,-741,297,-2248,-963,1187,-5666,1117,-701,2180,94]"
645,Market,"[126,-15,-2498,6,1331,-1456,-556,1455,413,-1298,-1270,-94,-383,10,-1159,-512,144]"
645,Taxi,"[611,1377,352,-318,-96,340,1147,345,3386,624,-302,1130,-648,4389]"
646,Eda,"[475,-980]"
646,Lavka,[424]
646,Market,[350]
647,Drive,"[1240,-667,-1250,1262,906,1062,434,-961,933,3331,-1172,-1082,2769,186,2158,-1174,2420,-419]"
647,Eda,"[-122,-53,1147,13,-3817,735,-411,2774,-3611]"
647,Lavka,"[1480,196,774,-2231,825,165,-1436,642,-1240,1812,-817,1,-353,-301,70]"
647,Market,"[-844,-1567,122,-473,-302,-447,3904,-1093,-803,2388,316,1223,-417,1349,-4095,3071,1798,848]"
647,Taxi,"[-10,-822,-573,965,1068,88,-78,463,1032,-523,-624,1439,467,-1454,-499,1238,-2135,917,1102,-846,1262]"
648,Drive,"[620,-677,119,-1418,281,-526,-2034,1036,-1027,3213,548,180,321,-323,-19,312,673]"
648,Eda,"[145,25,-1555,-3642,2349,742,-53,-427,-4859,-4026,559,-1875,-233,48,-610,-376,-734,-535]"
648,Lavka,"[3605,999,-205,3042,12,-1805,-728,-1649,147,1470,191,-598,-671,931,303]"
648,Market,"[-3605,-620,297,2939,39,923,855,-1,143,808,-1860,-9,312,3923,-484,199,-1288]"
648,Taxi,"[633,241,758,1337,916,-133,2287,3500,993,-6,888,-1489,589,851,-1139,-535]"
649,Drive,"[-293,177,1025,-845,-711,15]"
649,Eda,"[72,-330,-23,2691]"
649,Lavka,"[-240,-509,-1538,-79,-513,-30]"
649,Market,"[1079,794,1433]"
649,Taxi,"[-72,699,743,-1015,868,30,-202]"
650,Drive,"[981,796,-677,-12,-209,-1207,171,275,1116,119,598,1207,-148,-664,294,686,1263,-417,-555]"
650,Eda,"[298,-1268,-171,-225,-908,1718,1619,-827,-4,28,216,-1305,-540,-1065,1163]"
650,Lavka,"[13,376,1784,-1530,1128,-234,452,-727,22,-195,-1893,-854,-598,694,508,-654,733,7,79,-105,-1562,1913,-349]"
650,Market,"[-13,127,505,-1005,196,690,489,1489,-1259,1370,2142]"
650,Taxi,"[1224,-177,-900,225,2204,-53,1208,10,-1847,-383,-402,-1564,-165,-2759,1969]"
651,Drive,"[-922,-324,85,-881,-1969]"
651,Eda,"[2934,571,572,-1038,-376,-189]"
651,Lavka,"[239,-239,-605,1166,745,577,595,-832,196]"
651,Market,"[-27,-2510,-740,-777]"
651,Taxi,"[719,203,176,493,-74,-634,704,-1190,2372,2213,481]"
652,Drive,"[494,-317,-686,358,-876,-21,-231,-1002,478,-760,245]"
